gene.name,SGDID,GeneSymbol,GeneLength,BiologicalProcess,MolecularFunction,CellularComponent,essentiality,Degree40,Closeness40,Cluster.coeff40,color40,Degree50,Closeness50,Cluster.coeff50,color50,Degree65,Closeness65,Cluster.coeff65,color65,Degree70,Closeness70,Cluster.coeff70,Degree85,Closeness85,Cluster.coeff85,color85,Degree90,Closeness90,Cluster.coeff90,color90,Betweenness85,cln3.1,clb2.1,alpha0,alpha14,alpha21,alpha28,alpha35,alpha42,alpha49,alpha56,alpha63,alpha70,alpha77,alpha84,alpha98,alpha105,alpha112,alpha119,cdc28_0,cdc28_10,cdc28_20,cdc28_30,cdc28_40,cdc28_50,cdc28_60,cdc28_70,cdc28_80,cdc28_90,cdc28_100,cdc28_120,elu0,elu30,elu60,elu90,elu120,elu150,elu180,elu210,elu240,elu270,elu300,elu330,elu360,elu390
YKL062W,S000001545,MSN4,1893,response to stress,DNA binding,cytoplasm,0,1640,0.5569638,0.0784528,blue,778,0.4986284,0.062904256,grey,92,0.3224428,0.064261825,grey,28,0.2543943,0.06613757,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.09,-0.47,0.19,-0.23,0.1,-0.08,0,-0.17,-0.14,0.03,0.03,0.13,0.2,0.3,0.04,0.01,-0.38,0.03,-0.65,-1.74,-1.05,-0.26,-0.15,0.21,0.16,0.43,0.29,0.67,1.19,0.23,1.11,-0.15,-0.34,-0.12,-0.31,-0.29,-0.27,-0.29,NA,0.13,-0.07,0.28,0.27,0.03
YKL065C,S000001548,YET1,621,NA,NA,endoplasmic reticulum,0,1276,0.5427524,0.11179667,turquoise,498,0.47236,0.103245982,turquoise,48,0.3140553,0.115248227,grey,14,0.2477861,0.08791209,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.74,-0.42,0.18,0.43,0.42,-0.29,0.24,0.06,0,-0.06,0.16,-0.22,-0.26,-0.26,-0.09,-0.12,-0.02,-0.23,-0.22,-0.69,-0.54,-0.04,0.2,0.07,0.14,-0.13,-0.36,0.35,0.22,-0.2,1.24,0.41,-0.05,0.21,-0.53,-0.28,-0.22,-0.19,-0.34,-0.29,0.14,-0.22,0.07,0.04
YKL066W,NA,NA,NA,NA,NA,NA,0,782,0.524459,0.07395594,grey,218,0.4426611,0.066376358,brown,16,0.2618376,0.041666667,grey,4,0.1920638,0.16666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,-0.4,-0.12,0.49,0.94,0.9,0.51,0.57,-0.29,-0.45,-0.77,-0.27,-0.21,0.4,0.11,-0.54,-0.32,-0.88,-0.11,-0.72,-0.11,0.51,0.44,-0.24,-0.36,-1.12,-0.57,1.06,0.26,-0.52,0.54,-0.41,0.16,0.13,-0.25,-0.11,0,0,0.06,-0.17,0.13,0.28,-0.13,-0.23
YKL067W,S000001550,YNK1,462,purine nucleotide biosynthesis,nucleoside-diphosphate kinase activity,cytosol,0,886,0.5283393,0.08572777,yellow,334,0.4532986,0.089514664,brown,24,0.2754373,0.123188406,grey,10,0.2074419,0.11111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,-0.81,-0.58,0.39,0.96,0.7,0.87,0.22,-0.19,-0.48,-0.37,-0.37,-0.09,0.3,0.1,-0.3,-0.32,-0.8,-0.14,-0.39,0.17,0.54,0.33,-0.69,-0.99,-1.46,-0.3,0.49,0.26,0.5,0.41,-0.01,-0.35,0.32,-0.33,-0.06,-0.1,0.19,0.05,-0.2,-0.02,0.04,0.01,0.04
YKL069W,S000001552,NA,543,NA,NA,cytoplasm,0,592,0.5174689,0.0730953,black,172,0.4313451,0.065891473,pink,6,0.2332711,0,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.12,-0.23,-0.29,-0.4,-0.15,-0.02,0.44,0.41,0.24,0.34,0.17,-0.25,-0.27,-0.17,0.13,0.21,-0.02,0.15,-0.17,0.24,-0.03,0.36,0.61,0.41,0.13,0.22,-0.23,-0.38,-0.56,-0.03,0.19,0.15,0.46,-0.13,-0.29,-0.35,-0.02,0.17,0.13,-0.04,0.04,-0.09,-0.31,0.09
YKL071W,S000001554,NA,771,NA,NA,cytoplasm,0,698,0.521314,0.09320337,red,246,0.4382466,0.095370831,tomato,26,0.2686944,0.101538462,grey,6,0.2080147,0.06666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.17,-0.04,0.15,-0.03,-0.08,0.28,0.08,0.24,-0.18,0.02,0.28,-0.11,0.02,0.08,0.08,0.18,-0.8,-0.2,0.26,0.31,-0.28,-0.01,-0.08,0.05,0.03,0.56,0.33,-1.34,-0.41,0.28,-0.06,-0.11,-0.04,0.05,0.02,0.27,0.27,-0.04,0.12,0.17,0.11,-0.23,-0.4,-0.14
YKL073W,S000001556,LHS1,2646,response to unfolded protein,unfolded protein binding,endoplasmic reticulum lumen,0,410,0.5101416,0.08432226,turquoise,96,0.4091049,0.076096491,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,-0.07,0.07,0.28,0.03,0.34,0.1,0.33,-0.28,-0.12,0.03,-0.12,0.12,-0.15,-0.07,-0.07,0.06,-0.38,0.22,0.14,0.13,0,-0.24,-0.42,-0.22,-0.43,0.15,-0.28,-0.93,0.58,-0.53,-0.58,-0.44,-0.2,-0.14,0.34,0.24,0.44,0.15,0.5,0.36,-0.07,-0.04,-0.04
YKL078W,S000001561,DHR2,2208,ribosome biogenesis,RNA helicase activity,nucleolus,1,1776,0.56221,0.12828512,turquoise,1048,0.4957233,0.125987008,turquoise,352,0.3329044,0.120467495,turquoise,210,0.2816334,0.1079517,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,-0.32,0.2,-1.13,-0.37,0.32,-0.39,0.46,0.27,0.38,0.01,0.01,-0.26,0.19,0.03,0.05,0.34,0.06,-0.4,0.82,0.27,0.02,0.47,0.51,0.33,0.7,0.02,-0.1,-0.51,-0.55,-1.04,-0.1,-0.2,0.54,0.99,0.59,0.25,-0.18,0.04,0.48,-0.18,-0.41,-0.41,-0.36
YKL080W,S000001563,VMA5,1179,vacuolar acidification,hydrogen-transporting ATPase activity rotational mechanism,vacuolar membrane (sensu Fungi),0,848,0.5270163,0.09116248,green,290,0.4456703,0.091444935,black,18,0.2575736,0.111111111,grey,4,0.1991999,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.04,0.39,0.17,0.03,0.06,0.15,-0.29,0.15,-0.17,0,-0.1,0.13,-0.15,0.19,0.15,-0.06,0.17,-0.11,-0.42,-0.1,0.07,-0.12,-0.31,-0.5,-0.49,0.21,-0.03,0.77,0.21,-0.23,0.06,0.02,-0.6,-0.16,0.17,-0.33,-0.07,-0.22,0.34,0.3,-0.25,0.53,0.17,0.04
YKL081W,S000001564,TEF4,1565,translational elongation,translation elongation factor activity,ribosome,0,1800,0.5630015,0.12051757,turquoise,1058,0.4953549,0.10676863,grey,228,0.328884,0.103331015,brown,96,0.2788799,0.11885965,2,0.28461538,0,grey,NA,NA,NA,NA,0.00E+00,-0.71,0.26,0.16,0.08,-0.14,0.07,-0.23,0.2,-0.01,0.01,-0.13,-0.06,0.03,0.06,0.21,0.03,0.27,-0.28,-0.34,-0.24,0.34,0.09,-0.06,-0.12,0.1,-0.01,-0.02,0.8,-0.76,0.1,-1.35,-0.66,-0.28,0.51,0.5,0.74,0.55,0.37,0.11,0.17,0.11,-0.15,-0.45,-0.18
YKL083W,NA,NA,NA,NA,NA,NA,1,114,0.4753923,0.05294209,grey,6,0.3250955,0.066666667,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,-0.32,-0.54,0.05,-0.05,-0.07,0.08,0.15,-0.09,-0.01,0.57,0.6,-0.1,-0.17,NA,NA,-0.27,-0.07,-0.35,0.11,0.02,-0.14,-0.05,0.07,0.14,-0.11,-0.13,0.16,0.01,-0.13,-0.21,0.54,0.15,0.55,-0.07,-0.1,0.16,0.19,-0.05,0,-0.27,-0.02,-0.94,0.09
YKL085W,S000001568,MDH1,1005,tricarboxylic acid cycle,L-malate dehydrogenase activity,mitochondrial matrix,0,420,0.510989,0.07815661,green,88,0.4119283,0.070010449,grey,4,0.2323582,0,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58,-0.07,-0.09,0.2,0.2,0.13,0.28,0.29,0.2,0.05,0.11,-0.14,-0.16,0,-0.12,-0.22,-0.09,-0.34,-0.18,-0.94,-0.08,0.35,0.23,-0.19,-0.48,-0.52,-0.09,0.61,-0.13,0.11,-0.3,0.41,-0.65,0.2,0.06,-0.25,0.07,0.12,0.05,0.09,0.16,-0.04,0.05,0.03
YKL086W,S000001569,SRX1,384,response to oxidative stress,oxidoreductase activity acting on sulfur group of donors,cytoplasm,0,1132,0.5376445,0.09091051,blue,518,0.4751099,0.086712023,blue,128,0.3063779,0.078863189,red,50,0.2420099,0.09795918,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,-0.43,-0.1,-0.24,-0.2,0.12,-0.18,0.13,0.07,0.18,0.05,-0.07,-0.09,0.16,0.13,0.22,-0.09,0.02,2.15,1.34,1.56,2.42,1.89,1.6,-0.59,-1.27,-0.59,-1.59,-1.42,-2.59,-0.05,-0.06,-0.13,-0.23,-0.29,-0.19,-0.1,-0.05,0.11,0.29,0.05,0.29,0.3,0.05
YKL089W,S000001572,MIF2,1650,mitotic spindle assembly (sensu Fungi),centromeric DNA binding,nucleus,1,940,0.5302307,0.10605216,yellow,376,0.4487712,0.129361702,brown,76,0.2738959,0.185614035,blue,22,0.2273642,0.16017316,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,-0.42,-0.35,0.14,0.47,-0.02,0.32,-0.16,-0.09,-0.27,0.21,0.03,0.18,0.05,-0.2,0.22,-0.23,-0.12,-0.9,0.35,0.56,0.03,0.32,-0.11,-0.59,-0.25,-0.24,0.19,0.18,0.26,-0.4,-0.09,0.25,0.21,0.03,0.34,-0.12,0.33,-0.16,-0.01,0.2,-0.18,-0.25,-0.16
YKL090W,S000001573,CUE2,1332,NA,protein binding,NA,0,1378,0.5469092,0.07821846,turquoise,616,0.4812274,0.064079823,tomato,122,0.3098375,0.062322179,grey,54,0.240721,0.06848358,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,-0.43,0.06,0.34,0.39,-0.31,-0.14,-0.1,0.09,0.01,0.2,-0.12,0.15,-0.07,-0.35,0.09,-0.02,0.22,0.53,0.56,0.57,0.18,-0.22,0.43,0.44,0.33,0.36,-1.97,-1.85,0.28,-0.24,-0.08,0.19,0.44,0.29,0.07,0.06,0.07,-0.3,-0.24,0.01,-0.09,-0.15,-0.04
YKL091C,S000001574,NA,933,NA,NA,nucleus,0,1632,0.5561892,0.11321621,turquoise,636,0.4769231,0.122829693,turquoise,48,0.3220128,0.084219858,grey,12,0.2764136,0.07575758,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.29,-0.1,-0.22,0.51,0.24,-0.25,0.18,-0.29,-0.16,-0.23,0.17,-0.37,0.03,-0.08,NA,-0.35,0.08,-0.06,NA,-0.51,-0.8,-0.65,-0.18,-0.36,-0.2,-0.04,0.54,0.04,-1.23,1.01,1.15,0.29,0.29,-0.16,-0.61,-0.52,-0.59,-0.18,0,-0.37,-0.07,0.34,0.16,0.27
YKL092C,S000001575,BUD2,3315,bud site selection,signal transducer activity,intracellular,0,1270,0.5428261,0.08287634,yellow,500,0.4731984,0.082124248,brown,62,0.3120531,0.070333157,yellow,20,0.2225926,0.07368421,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63,-0.64,-0.04,-0.11,0,0.17,-0.08,0.05,-0.11,0.07,-0.13,0.08,0.08,0.23,0.2,0.17,-0.3,-0.03,-0.92,-0.6,0.5,0.09,0.09,0.36,0.12,-0.55,-0.34,0.41,0.23,0.25,-0.17,-0.31,-0.06,0.06,0.16,0.03,0.13,0.02,0.17,0.21,0.06,-0.01,-0.04,-0.27
YKL093W,S000001576,MBR1,1020,aerobic respiration,NA,NA,0,1488,0.5508264,0.09229361,turquoise,570,0.4775496,0.092911541,turquoise,60,0.3021607,0.125423729,brown,24,0.244426,0.11594203,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.22,0.33,0.22,0.12,0.01,0.01,0.26,0.06,0.06,0,0.32,-0.25,0.09,-0.12,-0.55,-0.14,0,-0.07,0.73,0.42,-0.22,0.29,0.25,0.43,0.27,0.22,0.23,-0.74,-0.52,-0.12,1.1,0.37,-0.28,-0.26,-0.51,-0.41,-0.36,-0.1,-0.15,-0.26,0.91,0,-0.17,0.14
YKL095W,S000001578,YJU2,837,nuclear mRNA splicing via spliceosome,NA,nucleus,1,576,0.5165332,0.08851449,blue,148,0.4095238,0.092204449,green,4,0.2152749,0,grey,2,0.171512,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.43,0.15,0.27,-0.03,-0.24,0,-0.03,0.15,NA,-0.08,-0.01,-0.27,0.08,-0.06,-0.03,0.08,0.15,0,0.11,0.31,-1.16,0.01,0.11,0.54,0.44,0.83,-0.16,-0.36,0.24,-0.01,-0.24,-0.42,-0.36,0.06,-0.03,-0.1,-0.34,0.25,0.25,0.26,-0.13,0.06,0.29,0.45
YKL096W,S000001579,CWP1,720,cell wall organization and biogenesis,structural constituent of cell wall,cell wall (sensu Fungi),0,842,0.5268775,0.10192311,blue,258,0.434863,0.087895515,green,4,0.2550525,0,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99,-1.32,-1.1,0.24,-0.26,0.03,0.7,1.6,0.72,-0.15,1.41,-2.07,-2.13,-0.78,0.82,0.5,0.89,-0.23,-1.52,-2.35,-1.63,-0.68,0.12,0.07,0.12,0.34,0.19,0.84,0.7,NA,-1.11,0.2,-0.29,-0.9,-0.76,-0.5,0.04,0.52,0.68,0.31,0.18,0.74,0.64,0.25
YKL096W-A,S000001956,CWP2,279,cell wall organization and biogenesis,structural constituent of cell wall,cell wall (sensu Fungi),0,674,0.5207031,0.08771125,turquoise,268,0.4438402,0.080803846,grey,76,0.2805143,0.130175439,grey,38,0.2301786,0.15220484,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.04,-0.47,-0.12,-0.32,-0.43,0.18,-0.41,0.6,-0.03,0.16,-0.36,-0.43,-0.66,0.27,0.96,0.18,0.92,0.18,-0.02,-0.07,0.72,0.32,0.34,-0.03,-0.08,0.43,-0.37,NA,-2.93,-0.34,-0.97,-0.76,-0.74,-0.9,-0.34,-0.01,0.3,0.53,0.77,0.37,0.45,0.63,0.4,0.25
YKL097C,NA,NA,NA,NA,NA,NA,0,218,0.4960923,0.09072845,grey,46,0.3744031,0.072463768,grey,4,0.247168,0,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.04,-0.14,0.16,0.05,-0.32,0.16,-0.03,-0.02,0.24,0.08,-0.18,-0.32,0.09,-0.05,-0.07,-0.1,-0.12,0.38,0.37,0.11,0.18,0.69,-0.41,-1.05,-0.22,0.18,0.24,NA,0.59,-0.05,0.38,-0.24,-0.08,-0.02,0.1,0.19,0.35,-0.1,0.33,-0.36,0.18,-0.26,-0.47,0
YKL098W,S000001581,NA,1074,NA,NA,NA,0,1180,0.5394577,0.08010667,turquoise,478,0.4731425,0.066112295,tomato,100,0.299067,0.066262626,grey,42,0.2300525,0.07781649,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36,-0.25,0.06,0.15,-0.06,0.17,0.09,0.29,-0.07,-0.18,-0.13,-0.18,-0.02,0.11,-0.06,-0.01,0.11,-0.2,0.3,0.37,0.25,0.06,0.11,0.17,0.16,0.17,0.33,-1.02,-1.11,0.34,0.2,-0.16,-0.15,0.2,0.35,0.04,0.12,0.08,-0.16,0.02,0.04,-0.15,-0.34,-0.1
YKL099C,S000001582,UTP11,771,processing of 20S pre-rRNA,snoRNA binding,small nucleolar ribonucleoprotein complex,1,1730,0.560084,0.12288168,turquoise,960,0.4890547,0.121130952,turquoise,228,0.3197105,0.141316949,turquoise,102,0.2743487,0.13026597,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,-0.34,0.09,-0.53,-0.29,0.25,0.06,0.4,0.28,0.19,0.06,-0.19,-0.25,0.39,0.09,0,0.31,0,-0.41,0,0.33,0.12,0.06,0.05,0.27,0.05,0.01,-0.11,-0.81,-0.02,-0.57,-0.23,-0.18,0.22,0.75,0.5,-0.05,0.07,0.09,0.01,0.29,-0.38,-0.25,-0.27
YKL100C,S000001583,NA,1764,NA,NA,NA,0,1408,0.5480334,0.09888968,grey,490,0.4765253,0.094561997,turquoise,20,0.2853092,0.073684211,grey,6,0.2340849,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.22,0.14,0.18,0.42,0.11,0.15,-0.02,0.25,-0.23,-0.25,-0.21,-0.3,-0.02,0.06,0.02,-0.3,0.21,-0.25,0.16,-0.51,-1.1,-0.54,-0.21,-0.16,0.2,-0.15,0.58,-0.22,-0.64,0.66,0.6,0.13,-0.22,-0.15,-0.39,-0.31,-0.06,0.03,0.01,-0.25,0.03,0.03,0.37,0.19
YKL101W,S000001584,HSL1,4557,protein amino acid phosphorylation,protein kinase activity,bud neck,0,1156,0.5385859,0.08879552,yellow,580,0.4737029,0.092055268,brown,122,0.2943041,0.107844466,yellow,50,0.2419302,0.09632653,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54,-0.89,-0.28,-0.02,0.38,0.8,-0.02,0.17,-0.16,-0.58,-0.43,-0.22,0.53,0.69,0.05,-0.15,-0.11,-0.28,-1.5,-0.87,0.8,0.66,0.51,0.03,-0.12,-0.85,-0.72,0.29,0.89,NA,-0.21,-0.13,-0.28,-0.07,-0.07,-0.35,0.03,-0.09,0.53,0.19,-0.07,0.44,0.07,-0.01
YKL102C,NA,NA,NA,NA,NA,NA,0,216,0.5001251,0.07372954,black,42,0.3617041,0.068524971,grey,2,0.2250668,0,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,-0.2,0.71,0.33,0.03,0.2,-0.09,0.16,0.07,-0.16,-0.08,-0.35,0.03,-0.11,-0.05,-0.07,-0.5,-0.04,0.08,-1.43,0.36,-0.09,0.19,-0.05,0.57,0.15,0.48,-0.09,-0.38,0.29,0.03,-0.16,-0.12,-0.08,0.31,0.14,0.36,-0.18,0.09,-0.12,0.08,0.08,-0.44,0.01
YKL103C,S000001586,LAP4,1545,vacuolar protein catabolism,aminopeptidase I activity,vacuole (sensu Fungi),0,1592,0.5550312,0.10531839,turquoise,698,0.4857872,0.112849585,turquoise,92,0.3134303,0.116340182,green,24,0.2540424,0.10869565,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,-0.92,0.39,0.28,0.13,0.19,-0.03,0.03,-0.44,-0.59,-0.42,-0.03,0.14,0.35,0.35,-0.01,0.19,-0.33,1.03,0.13,-0.21,-0.34,-0.67,-0.8,-0.96,-2.13,-0.63,0.35,0.88,0.73,0.84,0.63,0.07,-0.12,-0.89,-0.78,-0.54,-0.15,0.22,-0.61,-0.5,0.4,0.91,0.52
YKL104C,S000001587,GFA1,2154,cell wall chitin biosynthesis,glutamine-fructose-6-phosphate transaminase (isomerizing) activity,NA,1,412,0.5101416,0.08435499,brown,108,0.4131625,0.059363101,turquoise,4,0.2031066,0,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.42,0.07,1.22,0.8,0.15,-0.16,-0.58,-0.28,-0.17,-0.1,0.08,-0.09,0.17,-0.28,-0.58,-0.34,0.09,-0.12,-0.51,-0.37,-0.06,-0.32,-0.31,-0.35,-0.08,0.46,0.54,0.25,0.29,0.25,-0.91,-0.51,-0.38,-0.32,-0.08,0.2,0.16,0.06,0.02,0.39,0.41,0.4,0.27,0.27
YKL105C,S000001588,NA,3399,NA,NA,NA,0,622,0.5182737,0.09703258,turquoise,140,0.4159992,0.08684481,grey,8,0.256843,0.035714286,grey,2,0.1637316,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59,-0.38,0.11,0.08,-0.13,0.19,-0.06,0.1,-0.08,-0.1,-0.03,-0.03,-0.06,-0.01,0.23,0.04,0.1,-0.15,0.53,-0.23,-0.06,0.8,0.24,0.8,0.28,0.1,0.01,-0.41,0.46,0.01,0.2,-0.14,-0.17,0.04,-0.27,-0.33,0.1,-0.09,0.25,-0.03,-0.35,0.41,0.46,-0.08
YKL107W,S000001590,NA,930,NA,NA,NA,0,888,0.5283393,0.11393553,blue,312,0.4497807,0.121629978,purple,26,0.2921439,0.104615385,grey,4,0.223541,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.25,-0.49,0.19,0.14,0.38,-0.05,0.15,-0.26,0.13,0,-0.15,-0.04,-0.04,-0.06,-0.09,0.09,-0.13,-0.13,0.79,0.79,0.3,0.34,0.42,-0.91,-0.66,-0.38,0.18,0,-0.51,0,0.42,-0.01,0.91,0.27,-0.43,-0.45,-0.67,-0.34,-0.1,-0.26,-0.52,0.03,0.46,0.69
YKL108W,S000001591,SLD2,1362,DNA strand elongation,NA,replication fork,1,1300,0.5437857,0.08185231,yellow,576,0.4733665,0.078454106,green,88,0.29976,0.066875653,grey,26,0.2467042,0.04615385,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,-0.43,-0.32,0.36,0.55,0.15,0.12,-0.37,-0.46,-0.23,0.45,0.42,0.45,0.38,-0.19,-0.15,-0.56,-0.13,0.19,0.91,1.96,1.01,-0.65,-0.05,-0.49,-0.87,-0.21,-1.09,0.2,0.62,-0.36,NA,0.26,0.22,0.19,0.02,-0.07,0.35,0.1,-0.02,-0.07,-0.37,-0.22,-0.02
YKL109W,S000001592,HAP4,1665,transcription,transcriptional activator activity,CCAAT-binding factor complex,0,484,0.5128896,0.08690519,grey,148,0.4167361,0.075381504,grey,14,0.2437252,0.087912088,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,-0.2,1.6,-0.04,0.22,-0.02,-0.11,-0.25,-0.41,0.1,-0.12,-0.24,-0.22,-0.01,-0.19,-0.12,-0.2,-0.2,-0.55,-1.43,-0.49,-0.15,-0.12,-0.07,0.18,0.29,0.24,0.47,-0.45,-0.01,0.69,-0.36,0.28,0.12,-0.18,-0.01,-0.09,-0.18,0.13,-0.06,-0.03,0.19,-0.12,-0.38
YKL110C,S000001593,KTI12,942,cell growth and/or maintenance,enzyme regulator activity,DNA-directed RNA polymerase II holoenzyme,0,724,0.5219945,0.09623805,turquoise,256,0.4390164,0.094485294,turquoise,14,0.2580323,0.054945055,grey,4,0.2077647,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.15,-0.38,0.27,-0.37,-0.15,-0.06,0.04,0.02,-0.11,0.29,0.49,-0.09,0.13,0.2,0.02,0.06,-0.11,0.18,0.23,0.11,-0.12,-0.04,-0.01,0.14,0.29,0.05,0.12,-0.08,-0.46,-0.07,-0.86,0.14,0.44,0.14,0.15,-0.22,-0.26,0.05,-0.09,0.05,0.08,-0.14,0.11,0.41
YKL111C,NA,NA,NA,NA,NA,NA,1,734,0.5225402,0.09276201,yellow,248,0.4464665,0.100986026,brown,18,0.2673457,0.124183007,grey,2,0.1898914,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,-0.94,-0.64,-0.08,0.21,0.09,0.26,0.02,0.2,0.02,-0.25,-0.09,-0.05,0.13,0.1,0.25,0.1,-0.08,-0.36,-0.73,0.09,0.07,-0.03,-0.36,-0.01,-0.18,-0.23,0.05,0.24,0.45,-0.38,-0.16,0.02,0.01,-0.02,-0.04,-0.04,0.17,-0.06,-0.07,0.35,0.04,0.05,0.14
YKL112W,S000001595,ABF1,2196,DNA replication,DNA binding,nuclear chromatin,1,368,0.5065231,0.09074754,turquoise,88,0.397278,0.08045977,grey,2,0.2178647,0,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.04,-0.29,-0.99,-0.13,0.42,-0.08,0.57,-0.01,0.26,-0.2,0.24,-0.38,0.01,-0.01,0.03,0.22,0.24,0.29,-0.36,-0.95,0.09,0.07,0.16,0.12,0.15,0.25,-0.3,-0.18,0.41,0.29,-0.71,NA,0.99,-0.15,0.12,-0.16,-0.11,0.11,0,-0.01,0.22,-0.11,-0.28,0.09
YKL113C,S000001596,RAD27,1149,DNA repair,5'-flap endonuclease activity,nucleus,0,1400,0.5476582,0.09746247,yellow,782,0.4864372,0.098378693,brown,350,0.3253391,0.102087597,blue,246,0.2846072,0.10555832,52,0.56451613,0.10935143,turquoise,22,0.5510204,0.07359307,blue,2.52E+02,1.06,-0.74,-0.9,0.51,1.01,0.52,0.18,-0.33,-0.56,-0.64,-0.49,0.46,0.77,0.72,0.04,-0.03,-0.67,-0.33,-0.98,0.07,1.44,1.14,0.47,-0.41,-0.83,-1.05,-0.56,0.66,0.76,0.5,-1.25,-0.74,-0.38,-0.03,0.68,0.7,0.55,0.29,0.19,0.16,0.11,-0.04,-0.17,-0.06
YKL116C,S000001599,PRR1,1557,MAPKKK cascade,receptor signaling protein serine/threonine kinase activity,cytoplasm,0,938,0.5305825,0.07973094,brown,304,0.460396,0.066983672,grey,40,0.2720036,0.129487179,grey,28,0.2127752,0.17989418,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.07,0.12,-0.16,0,-0.02,-0.4,-0.1,-0.35,-0.4,-0.19,0.77,0.77,0.48,0.34,-0.48,0.06,-0.35,0.29,-0.31,-0.12,-0.15,-0.53,-0.15,-0.44,-0.85,-0.33,0.55,1.25,0.67,0.17,-0.05,-0.46,-0.01,-0.22,-0.3,-0.42,-0.14,0.08,-0.1,0.3,0.4,0.13,0.43,0.37
YKL118W,NA,NA,NA,NA,NA,NA,0,852,0.5278511,0.08674964,blue,272,0.4472654,0.073665075,grey,14,0.2603695,0.098901099,grey,4,0.1618376,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,-0.17,0.09,0.15,0.06,0.14,0.22,0.09,NA,-0.04,0.05,-0.37,-0.14,-0.13,-0.37,-0.2,0.18,0.47,0.28,0.47,0.47,0.11,-0.64,0.07,0.35,-0.43,0.22,-0.67,-0.87,0.27,0.48,-0.23,-0.09,0.07,0.37,0.21,0.07,-0.11,-0.2,-0.18,0.21,-0.03,-0.37,-0.18
YKL119C,S000001602,VPH2,648,protein complex assembly,NA,endoplasmic reticulum membrane,0,120,0.4822721,0.08697479,blue,22,0.3475578,0.051948052,grey,2,0.2002543,0,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,-0.17,0.09,0.14,0.33,0.23,0.31,0.29,0.42,-0.04,-0.09,-0.05,-0.02,0.16,-0.01,-0.21,-1.47,-0.04,0.02,0.03,0.34,-0.07,-0.38,-0.21,0.03,-0.2,0.11,-0.05,-0.28,0.12,0.15,-0.07,0.01,0.42,0.44,0.04,0.19,-0.13,-0.25,-0.4,0.19,-0.23,-0.04,-0.31
YKL120W,S000001603,OAC1,975,sulfate transport,oxaloacetate carrier activity,mitochondrial inner membrane,0,1344,0.545343,0.11023982,turquoise,612,0.4713023,0.109447707,turquoise,64,0.2998593,0.137400794,brown,32,0.2504262,0.12903226,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.06,-0.38,0.36,0.01,-0.6,0.09,0.04,0.36,-0.14,0.16,0.08,-0.12,-0.14,0.08,-0.08,-0.12,0.23,-0.12,-0.94,-0.71,-0.26,0.03,0.29,-0.03,0.13,0.07,-0.25,0.6,0.01,NA,-0.45,-0.52,-0.29,0.11,0.4,0.46,0.08,0.16,0.08,0.06,0.51,-0.22,-0.45,0.06
